date,Open,High,Low,Close,Volume
1993-06-10,24.665610,24.717176,24.614045,24.699987,17900.000000
1993-06-11,24.785920,24.837485,24.699977,24.803108,647400.000000
1993-06-14,24.837481,24.854669,24.768726,24.768726,64200.000000
1993-06-15,24.803108,24.820296,24.717165,24.717165,142400.000000
1993-06-16,24.717161,24.768726,24.648406,24.768726,330900.000000
1993-06-17,24.820289,24.854666,24.768723,24.854666,37400.000000
1993-06-18,24.840416,24.840416,24.650002,24.650002,58500.000000
1993-06-21,24.719243,24.719243,24.667312,24.701933,29300.000000
1993-06-22,24.736547,24.736547,24.684616,24.719236,137500.000000
1993-06-23,24.719243,24.719243,24.494207,24.494207,227600.000000
1993-06-24,24.563447,24.823103,24.563447,24.823103,243700.000000
1993-06-25,24.805794,24.875035,24.788483,24.805794,44800.000000
1993-06-28,24.926957,25.082750,24.892336,25.082750,439900.000000
1993-06-29,25.048140,25.048140,24.926967,24.961588,207500.000000
1993-06-30,24.996209,25.048140,24.926967,24.961588,437600.000000
1993-07-01,24.996198,24.996198,24.857715,24.892336,605700.000000
1993-07-02,24.805782,24.823092,24.667299,24.753851,285400.000000
1993-07-06,24.719243,24.788484,24.459587,24.494207,246400.000000
1993-07-07,24.476888,24.598061,24.476888,24.563440,343700.000000
1993-07-08,24.580751,24.892338,24.546130,24.840406,248200.000000
1993-07-09,24.840411,24.909653,24.788480,24.909653,378200.000000
1993-07-12,24.875026,24.909646,24.840405,24.892336,373700.000000
1993-07-13,24.909657,24.978899,24.736553,24.875036,389600.000000
1993-07-14,24.892346,25.030829,24.875036,24.961588,617300.000000
1993-07-15,24.944275,24.944275,24.805792,24.857723,443800.000000
1993-07-16,24.875021,24.892332,24.753849,24.788469,216400.000000
1993-07-19,24.788486,24.788486,24.701934,24.771175,188200.000000
1993-07-20,24.753854,24.840406,24.632682,24.840406,68500.000000
1993-07-21,24.805793,24.823103,24.736551,24.823103,142700.000000
1993-07-22,24.788485,24.823105,24.650002,24.650002,632400.000000
1993-07-23,24.701934,24.771175,24.684623,24.771175,286200.000000
1993-07-26,24.840411,24.961584,24.840411,24.909653,121300.000000
1993-07-27,24.926957,24.944267,24.805784,24.892336,92800.000000
1993-07-28,24.840406,24.892338,24.805786,24.840406,30800.000000
1993-07-29,24.892353,25.048146,24.857732,24.978905,331000.000000
1993-07-30,24.978890,24.978890,24.805786,24.840406,75300.000000
1993-08-02,24.875032,24.996205,24.875032,24.909653,41300.000000
1993-08-03,24.961577,25.030818,24.840404,24.926956,81600.000000
1993-08-04,24.926956,24.978887,24.857715,24.926956,434000.000000
1993-08-05,24.926967,24.926967,24.840415,24.875036,36800.000000
1993-08-06,24.944273,24.961584,24.875032,24.909653,402300.000000
1993-08-09,24.978890,25.117373,24.926959,25.048132,828200.000000
1993-08-10,25.030823,25.048133,24.996202,25.030823,604900.000000
1993-08-11,25.013512,25.100064,25.013512,25.030823,542200.000000
1993-08-12,25.100071,25.100071,24.875036,24.961588,303700.000000
1993-08-13,24.978905,25.013526,24.978905,24.996216,103500.000000
1993-08-16,25.013509,25.203923,25.013509,25.134682,241800.000000
1993-08-17,25.117373,25.221235,25.117373,25.221235,369300.000000
1993-08-18,25.307797,25.411659,25.290486,25.359728,414300.000000
1993-08-19,25.377038,25.377038,25.325107,25.359728,28500.000000
1993-08-20,25.307799,25.377041,25.290489,25.377041,80700.000000
1993-08-23,25.273173,25.342414,25.273173,25.325104,15600.000000
1993-08-24,25.325096,25.602062,25.325096,25.602062,273400.000000
1993-08-25,25.602080,25.723253,25.567459,25.619390,242300.000000
1993-08-26,25.636700,25.775183,25.532837,25.636700,120000.000000
1993-08-27,25.567459,25.619390,25.567459,25.619390,25700.000000
1993-08-30,25.636697,25.757870,25.636697,25.723249,183500.000000
1993-08-31,25.705923,25.792475,25.671302,25.792475,66500.000000
1993-09-01,25.705933,25.809795,25.705933,25.757864,136500.000000
1993-09-02,25.775169,25.809790,25.653996,25.671307,472400.000000
1993-09-03,25.654006,25.723248,25.619386,25.688627,630500.000000
1993-09-07,25.688632,25.723253,25.480907,25.515528,196400.000000
1993-09-08,25.515511,25.515511,25.255855,25.428959,269900.000000
1993-09-09,25.325108,25.498212,25.325108,25.480902,239200.000000
1993-09-10,25.550133,25.723237,25.515513,25.705927,106500.000000
1993-09-13,25.792491,25.792491,25.723249,25.723249,66900.000000
1993-09-14,25.654011,25.654011,25.532838,25.619390,184500.000000
1993-09-15,25.515523,25.705938,25.428971,25.688627,101000.000000
1993-09-16,25.654000,25.671311,25.567448,25.584759,54300.000000
1993-09-17,25.570004,25.587422,25.500331,25.535168,200900.000000
1993-09-20,25.569982,25.622236,25.326126,25.326126,57800.000000
1993-09-21,25.360966,25.395803,24.977765,25.239038,318200.000000
1993-09-22,25.326124,25.482888,25.291287,25.448051,439700.000000
1993-09-23,25.517729,25.604821,25.482893,25.587402,88500.000000
1993-09-24,25.552573,25.569991,25.482900,25.517736,53500.000000
1993-09-27,25.709343,25.796434,25.709343,25.796434,274600.000000
1993-09-28,25.813848,25.813848,25.726757,25.744175,158300.000000
1993-09-29,25.744177,25.813850,25.622249,25.657085,221000.000000
1993-09-30,25.657060,25.709314,25.552550,25.604805,99300.000000
1993-10-01,25.569983,25.761584,25.535147,25.726748,22700.000000
1993-10-04,25.761581,25.761581,25.691908,25.761581,1038500.000000
1993-10-05,25.813839,25.813839,25.639656,25.726748,436500.000000
1993-10-06,25.744179,25.848689,25.709343,25.709343,209200.000000
1993-10-07,25.744177,25.744177,25.622249,25.639668,59400.000000
1993-10-08,25.709347,25.726766,25.482910,25.674511,54400.000000
1993-10-11,25.726748,25.779002,25.726748,25.726748,467100.000000
1993-10-12,25.761581,25.779000,25.744163,25.761581,26200.000000
1993-10-13,25.779000,25.779000,25.726745,25.761581,139100.000000
1993-10-14,25.866088,26.092525,25.796415,26.092525,108100.000000
1993-10-15,26.214456,26.284129,26.144783,26.231874,1502500.000000
1993-10-18,26.214469,26.214469,26.127378,26.162214,722400.000000
1993-10-19,26.127372,26.179627,25.970608,25.970608,880100.000000
1993-10-20,26.057710,26.057710,25.953200,26.005455,230400.000000
1993-10-21,26.022863,26.022863,25.935771,25.970608,56200.000000
1993-10-22,26.005450,26.109960,25.848686,25.848686,390700.000000
1993-10-25,25.866099,25.953191,25.796426,25.918354,114500.000000
1993-10-26,25.900930,25.918349,25.813839,25.900930,186200.000000
1993-10-27,25.866099,25.935772,25.866099,25.918354,118400.000000
1993-10-28,25.953185,26.179622,25.953185,26.109949,129600.000000
1993-10-29,26.092531,26.127367,26.075113,26.109949,80700.000000
1993-11-01,26.075121,26.197049,26.075121,26.179630,36400.000000
1993-11-02,26.144796,26.197051,26.005450,26.162214,262100.000000
1993-11-03,26.144783,26.144783,25.709327,25.831255,479100.000000
1993-11-04,25.831255,25.831255,25.535144,25.552563,130400.000000
1993-11-05,25.482910,25.674511,25.378401,25.674511,363200.000000
1993-11-08,25.691925,25.779016,25.622252,25.709343,367600.000000
1993-11-09,25.883512,25.900930,25.709329,25.726748,246900.000000
1993-11-10,25.726753,25.918354,25.657080,25.918354,46500.000000
1993-11-11,25.918359,25.988032,25.831268,25.848686,88900.000000
1993-11-12,25.900935,26.057699,25.883517,25.970608,108200.000000
1993-11-15,26.022857,26.022857,25.883511,25.953184,243300.000000
1993-11-16,26.005442,26.092533,25.900933,26.075115,492600.000000
1993-11-17,26.092534,26.092534,25.866097,25.935770,39600.000000
1993-11-18,25.900931,25.953186,25.796422,25.866095,240800.000000
1993-11-19,25.779020,25.848693,25.761601,25.813856,106000.000000
1993-11-22,25.744177,25.761595,25.569994,25.657085,165300.000000
1993-11-23,25.796434,25.813853,25.657088,25.796434,89700.000000
1993-11-24,25.866094,25.918349,25.831257,25.900930,77200.000000
1993-11-26,25.970609,25.970609,25.900936,25.918354,1019800.000000
1993-11-29,25.988039,26.040293,25.813856,25.813856,517500.000000
1993-11-30,25.796418,25.953183,25.779000,25.831255,230000.000000
1993-12-01,25.970604,25.988022,25.866095,25.866095,379200.000000
1993-12-02,25.918352,25.953188,25.866097,25.935770,352000.000000
1993-12-03,25.918363,26.040291,25.918363,26.040291,306000.000000
1993-12-06,26.075124,26.162215,26.075124,26.127378,99500.000000
1993-12-07,26.127367,26.144786,26.075113,26.109949,88800.000000
1993-12-08,26.109949,26.109949,26.075113,26.109949,146700.000000
1993-12-09,26.109943,26.144780,25.988015,26.022852,416500.000000
1993-12-10,26.040281,26.040281,25.918353,25.970608,412900.000000
1993-12-13,25.970614,26.127378,25.935778,26.127378,273200.000000
1993-12-14,26.144789,26.144789,25.935770,25.935770,41900.000000
1993-12-15,25.970603,25.988022,25.900930,25.900930,82600.000000
1993-12-16,26.005444,26.005444,25.953189,25.988026,78200.000000
1993-12-17,26.043159,26.148384,26.025621,26.130846,104700.000000
1993-12-20,26.113310,26.183460,26.095772,26.165922,68800.000000
1993-12-21,26.130848,26.130848,26.043161,26.078236,205700.000000
1993-12-22,26.148384,26.271146,26.095771,26.253609,410300.000000
1993-12-23,26.236078,26.288691,26.201003,26.236078,533800.000000
1993-12-27,26.236073,26.376373,26.236073,26.376373,447100.000000
1993-12-28,26.358839,26.446527,26.341302,26.428989,880600.000000
1993-12-29,26.446528,26.464065,26.376378,26.393915,266700.000000
1993-12-30,26.376376,26.376376,26.236076,26.288689,219900.000000
1993-12-31,26.341304,26.376379,26.130854,26.148392,312900.000000
1994-01-03,26.148386,26.183461,26.043161,26.078236,960900.000000
1994-01-04,26.113324,26.183474,26.078249,26.183474,164300.000000
1994-01-05,26.218541,26.253616,26.113316,26.236078,710900.000000
1994-01-06,26.271153,26.288691,26.201003,26.236078,201000.000000
1994-01-07,26.288690,26.411453,26.218540,26.393915,775500.000000
1994-01-10,26.428987,26.709587,26.358837,26.709587,593700.000000
1994-01-11,26.692046,26.692046,26.569284,26.656971,295200.000000
1994-01-12,26.674509,26.674509,26.481597,26.569284,158400.000000
1994-01-13,26.499142,26.551754,26.464067,26.499142,244300.000000
1994-01-14,26.586825,26.656975,26.586825,26.604362,137200.000000
1994-01-17,26.604362,26.639437,26.551750,26.604362,17700.000000
1994-01-18,26.639442,26.674517,26.586830,26.639442,166400.000000
1994-01-19,26.604359,26.639434,26.516672,26.569284,200800.000000
1994-01-20,26.604367,26.656980,26.586830,26.639442,281100.000000
1994-01-21,26.674497,26.674497,26.569272,26.586809,85600.000000
1994-01-24,26.569289,26.692052,26.481602,26.481602,373800.000000
1994-01-25,26.499139,26.516677,26.428989,26.481602,310400.000000
1994-01-26,26.481593,26.569280,26.446518,26.551743,145100.000000
1994-01-27,26.604365,26.832352,26.569290,26.797277,344500.000000
1994-01-28,26.902507,26.955119,26.867432,26.867432,356500.000000
1994-01-31,26.972655,27.112955,26.937580,27.060343,313800.000000
1994-02-01,27.025259,27.025259,26.884959,26.920034,303600.000000
1994-02-02,27.007718,27.095406,26.990181,27.095406,307600.000000
1994-02-03,27.042804,27.042804,26.884967,26.972654,466100.000000
1994-02-04,26.972659,27.007734,26.358847,26.358847,1403200.000000
1994-02-07,26.288689,26.551752,26.288689,26.481602,516400.000000
1994-02-08,26.534217,26.534217,26.393917,26.499142,188200.000000
1994-02-09,26.516675,26.621900,26.481600,26.604362,144600.000000
1994-02-10,26.586823,26.604361,26.376373,26.376373,883900.000000
1994-02-11,26.393919,26.534219,26.271157,26.464069,519400.000000
1994-02-14,26.411454,26.586829,26.376379,26.499142,2742100.000000
1994-02-15,26.551755,26.656980,26.516680,26.639442,374700.000000
1994-02-16,26.674511,26.674511,26.569286,26.621899,287600.000000
1994-02-17,26.744669,26.762207,26.393919,26.464069,342400.000000
1994-02-18,26.481598,26.499135,26.236073,26.306223,313300.000000
1994-02-22,26.376372,26.569284,26.376372,26.569284,154500.000000
1994-02-23,26.604367,26.621904,26.411454,26.499142,391700.000000
1994-02-24,26.411454,26.411454,26.130854,26.148392,770800.000000
1994-02-25,26.183454,26.271141,26.130841,26.271141,531300.000000
1994-02-28,26.341291,26.411441,26.271141,26.271141,333000.000000
1994-03-01,26.271147,26.323759,26.025622,26.165922,423600.000000
1994-03-02,25.832698,26.200985,25.762548,26.200985,581500.000000
1994-03-03,26.165921,26.165921,26.060696,26.130846,223200.000000
1994-03-04,26.130835,26.271135,26.043148,26.200985,595800.000000
1994-03-07,26.288692,26.376380,26.288692,26.341305,539800.000000
1994-03-08,26.358841,26.358841,26.201003,26.236078,880300.000000
1994-03-09,26.271159,26.376384,26.148397,26.358847,2500100.000000
1994-03-10,26.341304,26.341304,26.060704,26.148392,207400.000000
1994-03-11,26.183464,26.323764,26.043164,26.288689,576600.000000
1994-03-14,26.393909,26.393909,26.288684,26.323759,345900.000000
1994-03-15,26.376373,26.428985,26.288685,26.306223,748600.000000
1994-03-16,26.341314,26.516689,26.253627,26.516689,455500.000000
1994-03-17,26.429002,26.551764,26.429002,26.516689,133000.000000
1994-03-18,26.387420,26.546168,26.369782,26.510891,365500.000000
1994-03-21,26.422690,26.493245,26.369774,26.440329,324800.000000
1994-03-22,26.440336,26.563807,26.387420,26.510891,435700.000000
1994-03-23,26.493256,26.563810,26.475617,26.493256,698500.000000
1994-03-24,26.387428,26.440344,26.052293,26.175764,1200500.000000
1994-03-25,26.193372,26.263927,25.928793,25.928793,100900.000000
1994-03-28,25.964102,25.999379,25.734799,25.964102,1117200.000000
1994-03-29,25.964104,25.981743,25.452583,25.452583,338400.000000
1994-03-30,25.470206,25.540761,25.099794,25.099794,1123900.000000
1994-03-31,25.099802,25.223273,24.570643,25.170357,788800.000000
1994-04-04,24.464818,24.852869,24.464818,24.782314,2627300.000000
1994-04-05,25.029242,25.293821,25.029242,25.293821,1179000.000000
1994-04-06,25.329099,25.346737,25.117435,25.293821,516500.000000
1994-04-07,25.276182,25.470208,25.135073,25.417292,666100.000000
1994-04-08,25.364370,25.364370,25.099790,25.223261,242400.000000
1994-04-11,25.293824,25.434933,25.232089,25.329102,203300.000000
1994-04-12,25.355557,25.399653,25.240905,25.293821,1409200.000000
1994-04-13,25.285004,25.346739,24.976328,25.161533,364100.000000
1994-04-14,25.117441,25.302647,25.064525,25.170357,419900.000000
1994-04-15,25.161537,25.276189,25.126260,25.170357,387300.000000
1994-04-18,25.196808,25.267363,24.923409,25.002783,369100.000000
1994-04-19,24.976316,25.135064,24.826388,25.038052,472200.000000
1994-04-20,25.064515,25.126250,24.879309,25.011599,508000.000000
1994-04-21,25.117436,25.382016,25.029243,25.346739,200300.000000
1994-04-22,25.408481,25.426120,25.249733,25.320288,301800.000000
1994-04-25,25.311472,25.602510,25.311472,25.584871,394600.000000
1994-04-26,25.549576,25.593673,25.505479,25.558395,399000.000000
1994-04-28,25.505486,25.540763,25.293822,25.373196,287000.000000
1994-04-29,25.329113,25.487861,25.293835,25.452583,481900.000000
1994-05-02,25.452569,25.805342,25.364376,25.611317,275000.000000
1994-05-03,25.620149,25.628968,25.434943,25.584871,183400.000000
1994-05-04,25.637780,25.637780,25.443755,25.540768,401900.000000
1994-05-05,25.567215,25.611312,25.505480,25.505480,659800.000000
1994-05-06,25.382006,25.382006,25.170342,25.258535,216300.000000
1994-05-09,25.187980,25.258535,24.993955,25.038052,499300.000000
1994-05-10,25.161533,25.311462,25.143895,25.232088,583400.000000
1994-05-11,25.205627,25.240905,24.932228,25.002783,210600.000000
1994-05-12,25.161530,25.187988,25.064518,25.126253,305200.000000
1994-05-13,25.196808,25.196808,25.002783,25.126253,321300.000000
1994-05-16,25.179169,25.258543,25.126253,25.135073,450400.000000
1994-05-17,25.152707,25.505480,25.117430,25.505480,470200.000000
1994-05-18,25.523116,25.787696,25.408465,25.690683,824800.000000
1994-05-19,25.637779,25.884720,25.637779,25.814165,531000.000000
1994-05-20,25.770068,25.787706,25.681874,25.717152,370400.000000
1994-05-23,25.690685,25.699504,25.593672,25.673046,262700.000000
1994-05-24,25.743608,25.875897,25.743608,25.778885,549600.000000
1994-05-25,25.681867,25.867073,25.593674,25.849434,738200.000000
1994-05-26,25.840615,25.928808,25.814157,25.867073,369600.000000
1994-05-27,25.822987,25.893541,25.778890,25.893541,162000.000000
1994-05-31,25.814178,25.911190,25.770081,25.858274,160000.000000
1994-06-01,25.796512,25.972898,25.717138,25.972898,200500.000000
1994-06-02,25.990542,25.990542,25.902349,25.946445,55100.000000
1994-06-03,25.964100,26.184583,25.884726,26.096390,550400.000000
1994-06-06,26.149294,26.228668,26.069920,26.087559,99300.000000
1994-06-07,26.043461,26.087558,25.981726,26.052280,120600.000000
1994-06-08,26.114025,26.114025,25.840626,25.840626,131900.000000
1994-06-09,25.955287,25.981745,25.902371,25.981745,80500.000000
1994-06-10,26.008185,26.078740,26.008185,26.025824,83100.000000
1994-06-13,25.990561,26.069935,25.981741,26.061115,109700.000000
1994-06-14,26.140472,26.272762,26.140472,26.263943,161000.000000
1994-06-15,26.272765,26.281584,26.140475,26.158113,142800.000000
1994-06-16,26.158123,26.228677,26.131665,26.211039,44000.000000
1994-06-17,26.224531,26.251164,26.029223,26.064734,403800.000000
1994-06-20,25.878297,25.922685,25.816154,25.842787,137400.000000
1994-06-21,25.825037,25.825037,25.514320,25.620852,139200.000000
1994-06-22,25.691882,25.807292,25.665250,25.718515,279900.000000
1994-06-23,25.762885,25.798396,25.532067,25.567577,922500.000000
1994-06-24,25.443302,25.443302,24.999421,25.034931,353800.000000
1994-06-27,25.132573,25.469923,25.008286,25.469923,371200.000000
1994-06-28,25.478803,25.478803,25.141453,25.345638,5382300.000000
1994-06-29,25.381147,25.576455,25.354514,25.425535,311800.000000
1994-06-30,25.469925,25.478803,25.176963,25.265739,271900.000000
1994-07-01,25.390035,25.390035,25.212482,25.319014,406900.000000
1994-07-05,25.372278,25.487688,25.292380,25.452177,112000.000000
1994-07-06,25.354528,25.461060,25.265752,25.416672,174800.000000
1994-07-07,25.416658,25.523190,25.390025,25.523190,66700.000000
1994-07-08,25.363404,25.558712,25.354527,25.514324,148400.000000
1994-07-11,25.532067,25.576455,25.301248,25.425535,124000.000000
1994-07-12,25.434421,25.469931,25.292379,25.461054,257300.000000
1994-07-13,25.469922,25.585331,25.469922,25.505432,532700.000000
1994-07-14,25.629724,25.833909,25.611968,25.780643,494200.000000
1994-07-15,25.762897,25.842796,25.754019,25.789530,49100.000000
1994-07-18,25.789526,25.896057,25.789526,25.833914,72300.000000
1994-07-19,25.878297,25.887175,25.780643,25.780643,609500.000000
1994-07-20,25.798389,25.798389,25.603081,25.665224,185300.000000
1994-07-21,25.665250,25.736271,25.611984,25.718515,86300.000000
1994-07-22,25.780653,25.798408,25.709632,25.762897,151600.000000
1994-07-25,25.771757,25.825022,25.745124,25.798389,120900.000000
1994-07-26,25.789530,25.807285,25.745141,25.771774,489600.000000
1994-07-27,25.771774,25.771774,25.665243,25.771774,83200.000000
1994-07-28,25.771769,25.896056,25.771769,25.825035,828200.000000
1994-07-29,26.002579,26.162376,25.993701,26.082478,459100.000000
1994-08-01,26.100235,26.224521,26.073602,26.206766,486300.000000
1994-08-02,26.295554,26.348820,26.153512,26.242289,505500.000000
1994-08-03,26.233393,26.268903,26.189005,26.251148,144100.000000
1994-08-04,26.233390,26.260023,26.091348,26.100225,231700.000000
1994-08-05,25.967077,26.046976,25.940444,26.011465,138400.000000
1994-08-08,26.038096,26.100239,26.011463,26.073606,328600.000000
1994-08-09,25.975935,26.117977,25.975935,26.117977,105900.000000
1994-08-10,26.135763,26.242295,26.100253,26.215662,840300.000000
1994-08-11,26.153488,26.268897,25.984813,26.117977,876200.000000
1994-08-12,26.162379,26.331054,26.162379,26.322176,184100.000000
1994-08-15,26.348825,26.410968,26.313314,26.313314,325900.000000
1994-08-16,26.331058,26.526366,26.224526,26.499733,1089500.000000
1994-08-17,26.535251,26.553006,26.464230,26.481985,133700.000000
1994-08-18,26.393209,26.455353,26.366577,26.393209,620000.000000
1994-08-19,26.402089,26.428722,26.313312,26.375456,103200.000000
1994-08-22,26.384336,26.384336,26.295560,26.348825,79700.000000
1994-08-23,26.464222,26.624020,26.428712,26.499733,268600.000000
1994-08-24,26.526370,26.783821,26.517492,26.783821,254700.000000
1994-08-25,26.757183,26.819327,26.641774,26.712795,147400.000000
1994-08-26,26.774941,27.147802,26.774941,27.094536,339500.000000
1994-08-29,27.165572,27.263226,27.067918,27.076796,350300.000000
1994-08-30,27.067890,27.192177,27.032380,27.147789,36000.000000
1994-08-31,27.103428,27.209960,27.041285,27.076796,356200.000000
1994-09-01,26.988008,27.005764,26.890355,26.988008,294600.000000
1994-09-02,27.112285,27.112285,26.828201,26.872589,99600.000000
1994-09-06,26.854835,26.908101,26.774936,26.881468,229800.000000
1994-09-07,26.943602,26.943602,26.828193,26.854826,27900.000000
1994-09-08,26.908110,27.023519,26.899232,26.988008,284800.000000
1994-09-09,26.721679,26.774945,26.597393,26.703924,488400.000000
1994-09-12,26.703916,26.739427,26.579630,26.624018,129400.000000
1994-09-13,26.677291,26.774945,26.624025,26.703924,389200.000000
1994-09-14,26.615134,26.766054,26.615134,26.730543,423500.000000
1994-09-15,26.801584,27.067913,26.801584,27.067913,779800.000000
1994-09-16,26.866330,26.946714,26.777013,26.875261,571300.000000
1994-09-19,26.937777,27.053888,26.875255,26.902050,167300.000000
1994-09-20,26.759154,26.785949,26.392958,26.392958,355600.000000
1994-09-21,26.473342,26.473342,26.142872,26.392958,397500.000000
1994-09-22,26.455483,26.455483,26.303646,26.330441,266400.000000
1994-09-23,26.339367,26.392957,26.196461,26.241119,176600.000000
1994-09-26,26.339371,26.392961,26.285781,26.375097,223000.000000
1994-09-27,26.375091,26.446544,26.294706,26.357227,479500.000000
1994-09-28,26.500145,26.598392,26.482281,26.562666,324000.000000
1994-09-29,26.562682,26.562682,26.348322,26.428707,195900.000000
